cell_idx,diagnostic_tti_count,wrong_cell_slot_total,wrong_cell_slot_mean,wrong_cell_slot_latest,empty_slot_total,empty_slot_mean,empty_slot_latest,prg_mask_total,prg_mask_mean,prg_mask_latest,oob_slot_total,oob_slot_mean,oob_slot_latest,duplicate_ue_total,duplicate_ue_mean,duplicate_ue_latest,python_preflight_wrong_cell_slot_total,python_preflight_wrong_cell_slot_mean,python_preflight_wrong_cell_slot_latest,native_minus_python_wrong_cell_slot_mean,python_preflight_empty_slot_total,python_preflight_empty_slot_mean,python_preflight_empty_slot_latest,native_minus_python_empty_slot_mean,python_preflight_prg_mask_total,python_preflight_prg_mask_mean,python_preflight_prg_mask_latest,native_minus_python_prg_mask_mean,python_preflight_oob_slot_total,python_preflight_oob_slot_mean,python_preflight_oob_slot_latest,native_minus_python_oob_slot_mean,python_preflight_duplicate_ue_total,python_preflight_duplicate_ue_mean,python_preflight_duplicate_ue_latest,native_minus_python_duplicate_ue_mean,native_slot_layout_tti_count,python_slot_count_mean,native_slot_count_mean,slot_count_abs_delta_mean,python_slot_count_latest,native_slot_count_latest,slot_count_abs_delta_latest,python_cell_start_mean,native_cell_start_mean,cell_start_abs_delta_mean,python_cell_start_latest,native_cell_start_latest,cell_start_abs_delta_latest,slot_to_cell_mismatch_mean,slot_to_cell_mismatch_latest,all_reject_total,all_reject_mean,all_reject_latest
0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,10.7919921875,10.7919921875,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,10.6123046875,10.6123046875,0.0,11.0,11.0,0.0,10.7919921875,10.7919921875,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,6.966796875,6.966796875,0.0,8.0,8.0,0.0,21.404296875,21.404296875,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
